GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long
1174784659,20240509,202405,2024,2024.3534,,,,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,141,141,14,3,-6.5,10,1,10,-5.22496371552975,0,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,20240509,https://www.siasat.com/air-india-cabin-crew-call-off-strike-reinstates-25-crew-members-3023496/
1174790501,20240509,202405,2024,2024.3534,BUS,MANUFACTURER,,,,,,BUS,,,MNCUSAELI,BOEING,USA,,,,,MNC,ELI,,0,190,190,19,4,-10.0,6,1,6,-5.01519756838906,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,20240509,https://metro.co.uk/2024/05/09/boeing-whistleblower-claims-737-max-airplane-parts-defects-20805057/
1174791457,20240509,202405,2024,2024.3534,MNCUSAELI,BOEING,USA,,,,,MNC,ELI,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-5.01519756838906,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,20240509,https://metro.co.uk/2024/05/09/boeing-whistleblower-claims-737-max-airplane-parts-defects-20805057/
1174791458,20240509,202405,2024,2024.3534,MNCUSAELI,BOEING,USA,,,,,MNC,ELI,,USALAB,UNITED STATES,USA,,,,,LAB,,,0,190,190,19,4,-10.0,2,1,2,-5.01519756838906,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,2,"South Carolina, United States",US,USSC,33.8191,-80.9066,SC,20240509,https://metro.co.uk/2024/05/09/boeing-whistleblower-claims-737-max-airplane-parts-defects-20805057/
1174792924,20240509,202405,2024,2024.3534,,,,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,141,141,14,3,-6.5,10,1,10,-8.48806366047746,0,,,,,,,4,"Vizag, Andhra Pradesh, India",IN,IN02,17.7,83.3,-2114520,4,"Vizag, Andhra Pradesh, India",IN,IN02,17.7,83.3,-2114520,20240509,https://www.financialexpress.com/business/airlines-aviation-cabin-crew-of-ai-express-ends-strike-airline-to-revoke-termination-letters-for-25-members-3482712/
1174793926,20240509,202405,2024,2024.3534,MNCUSA,BOEING,USA,,,,,MNC,,,BUS,COMPANY,,,,,,BUS,,,1,181,181,18,4,-9.0,10,1,10,-4.91071428571429,1,Australia,AS,AS,-25.0,135.0,AS,1,Australia,AS,AS,-25.0,135.0,AS,1,Australia,AS,AS,-25.0,135.0,AS,20240509,https://www.geo.tv/latest/543221-boeing-confirms-200-million-cyber-extortion-attack-by-lockbit
1174793952,20240509,202405,2024,2024.3534,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,,,,,,,,,,,0,1712,171,17,4,-9.2,20,2,20,-8.33333333333334,4,"Segou, Séu, Mali",ML,ML05,13.4317,-6.2157,-1073839,0,,,,,,,4,"Segou, Séu, Mali",ML,ML05,13.4317,-6.2157,-1073839,20240509,https://www.eurasiareview.com/09052024-mali-islamist-armed-groups-ethnic-militias-commit-atrocities-says-hrw/
1174793954,20240509,202405,2024,2024.3534,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,MLI,MALI,MLI,,,,,,,,1,190,190,19,4,-10.0,4,2,4,-8.33333333333334,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,20240509,https://www.eurasiareview.com/09052024-mali-islamist-armed-groups-ethnic-militias-commit-atrocities-says-hrw/
1174793956,20240509,202405,2024,2024.3534,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,MOS,ISLAM,,,,MOS,,,,,1,190,190,19,4,-10.0,15,2,15,-8.33333333333334,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,20240509,https://www.eurasiareview.com/09052024-mali-islamist-armed-groups-ethnic-militias-commit-atrocities-says-hrw/
1174793957,20240509,202405,2024,2024.3534,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,MOS,ISLAM,,,,MOS,,,,,1,190,190,19,4,-10.0,5,1,5,-9.52380952380953,4,"Boura, Séu, Mali",ML,ML05,13.0921,-4.7351,10344088,4,"Boura, Séu, Mali",ML,ML05,13.0921,-4.7351,10344088,4,"Boura, Séu, Mali",ML,ML05,13.0921,-4.7351,10344088,20240509,https://www.eurasiareview.com/09052024-mali-islamist-armed-groups-ethnic-militias-commit-atrocities-says-hrw/
1174793960,20240509,202405,2024,2024.3534,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,UAF,MILITIA,,,,,,UAF,,,1,190,190,19,4,-10.0,12,2,12,-8.33333333333334,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Kalala, Séu, Mali",ML,ML05,13.7517,-5.11416,-1069412,4,"Kalala, Séu, Mali",ML,ML05,13.7517,-5.11416,-1069412,20240509,https://www.eurasiareview.com/09052024-mali-islamist-armed-groups-ethnic-militias-commit-atrocities-says-hrw/
1174793961,20240509,202405,2024,2024.3534,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,UAF,MILITIA,,,,,,UAF,,,1,190,190,19,4,-10.0,4,2,4,-8.33333333333334,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Kalala, Séu, Mali",ML,ML05,13.7517,-5.11416,-1069412,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,20240509,https://www.eurasiareview.com/09052024-mali-islamist-armed-groups-ethnic-militias-commit-atrocities-says-hrw/
1174793962,20240509,202405,2024,2024.3534,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,UAF,MILITIA,,,,,,UAF,,,1,190,190,19,4,-10.0,4,2,4,-8.33333333333334,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,4,"Mopti, Mopti, Mali",ML,ML04,14.4891,-4.19283,-1071966,20240509,https://www.eurasiareview.com/09052024-mali-islamist-armed-groups-ethnic-militias-commit-atrocities-says-hrw/
1174797408,20240509,202405,2024,2024.3534,SEN,SENEGAL,SEN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,182,182,18,4,-9.5,2,1,2,-3.55239786856128,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,1,Morocco,MO,MO,32.0,-5.0,MO,20240509,https://www.digitaljournal.com/business/boeing-passenger-plane-exits-runway-in-senegal-injuring-11/article
1174799724,20240509,202405,2024,2024.3534,JUD,PROSECUTOR,,,,,,JUD,,,BUSMIL,AIRLINE,,,,,,BUS,MIL,,1,190,190,19,4,-10.0,96,15,96,-10.0726904221992,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20240509,https://www.dailyliberal.com.au/story/8623672/pilots-murder-trial-over-missing-campers-begins/
1174800112,20240509,202405,2024,2024.3534,SEN,SENEGAL,SEN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,182,182,18,4,-9.5,20,2,20,-2.76254189866755,1,Turkey,TU,TU,39.059012,34.911546,TU,1,Turkey,TU,TU,39.059012,34.911546,TU,1,Turkey,TU,TU,39.059012,34.911546,TU,20240509,https://www.digbycourier.ca/10-injured-after-boeing-737-skids-off-runway-in-senegal/
1174804856,20240509,202405,2024,2024.3534,MIL,FIGHTER JET,,,,,,MIL,,,ISR,ISRAELI,ISR,,,,,,,,1,194,194,19,4,-10.0,10,1,10,-5.41871921182266,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,20240509,https://americanisraelite.com/israeli-cabinet-member-confirms-april-19-strike-on-iran/
1174804894,20240509,202405,2024,2024.3534,MNCUSABUS,BOEING,USA,,,,,MNC,BUS,,MEX,MEXICO,MEX,,,,,,,,1,195,195,19,4,-10.0,10,1,10,-10.761154855643,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,1,Mexico,MX,MX,23.0,-102.0,MX,2,"California, United States",US,USCA,36.17,-119.746,CA,20240509,https://nypost.com/2024/05/09/us-news/california-mom-arrested-for-attacking-her-2-year-old-on-flight-report/
1174808571,20240509,202405,2024,2024.3534,,,,,,,,,,,CRM,SNATCHER,,,,,,CRM,,,1,173,173,17,4,-5.0,10,1,10,-12.962962962963,0,,,,,,,4,"Fagge, Kano, Nigeria",NI,NI29,12.0067,8.52915,-2006992,4,"Fagge, Kano, Nigeria",NI,NI29,12.0067,8.52915,-2006992,20240509,https://leadership.ng/nscdc-arrests-11-suspected-phone-snatchers-in-kano/
1174809421,20240509,202405,2024,2024.3534,MNCUSA,BOEING,USA,,,,,MNC,,,SEN,SENEGAL,SEN,,,,,,,,1,190,190,19,4,-10.0,10,2,10,-3.53642054519816,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20240509,http://thepeninsulaqatar.com/article/09/05/2024/boeing-737-catches-fire-skids-off-runway-at-a-senegal-airport-injuring-10-people
1174815922,20240509,202405,2024,2024.3534,,,,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,0,190,190,19,4,-10.0,6,1,6,-4.46333687566419,0,,,,,,,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20240509,https://globalnews.ca/news/10485120/boeing-whistleblower-defects-737-max-plane-santiago-paredes/
1174816894,20240509,202405,2024,2024.3534,MNCUSA,BOEING,USA,,,,,MNC,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-4.46333687566419,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20240509,https://globalnews.ca/news/10485120/boeing-whistleblower-defects-737-max-plane-santiago-paredes/
1174819085,20240509,202405,2024,2024.3534,ISR,ISRAEL,ISR,,,,,,,,MNCUSA,JETBLUE,USA,,,,,MNC,,,1,172,172,17,4,-5.0,4,1,4,-1.9047619047619,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240509,https://forward.com/fast-forward/611599/jetblue-flight-attendant-palestinian-pin-paul-faust-jewish/
1174819144,20240509,202405,2024,2024.3534,JUD,FEDERAL JUDGE,,,,,,JUD,,,MNCUSA,JETBLUE,USA,,,,,MNC,,,0,190,190,19,4,-10.0,7,1,7,-0.69044879171461,3,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,3,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565,20240509,https://skift.com/2024/05/09/jetblue-slashes-its-winter-transatlantic-schedule/
1174819145,20240509,202405,2024,2024.3534,JUD,FEDERAL JUDGE,,,,,,JUD,,,MNCUSA,JETBLUE,USA,,,,,MNC,,,0,190,190,19,4,-10.0,1,1,1,-0.69044879171461,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,3,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565,20240509,https://skift.com/2024/05/09/jetblue-slashes-its-winter-transatlantic-schedule/
1174819441,20240509,202405,2024,2024.3534,PSE,PALESTINIAN,PSE,,,,,,,,MNCUSA,JETBLUE,USA,,,,,MNC,,,1,172,172,17,4,-5.0,6,1,6,-1.9047619047619,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240509,https://forward.com/fast-forward/611599/jetblue-flight-attendant-palestinian-pin-paul-faust-jewish/
1174830091,20240509,202405,2024,2024.3534,MNCUSA,BOEING,USA,,,,,MNC,,,SEN,SENEGAL,SEN,,,,,,,,1,190,190,19,4,-10.0,60,6,55,-3.85364360510044,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,20240509,https://www.adn.com/nation-world/2024/05/09/10-people-injured-when-boeing-737-catches-fire-skids-off-runway-at-airport-in-senegal/
1174830092,20240509,202405,2024,2024.3534,MNCUSA,BOEING,USA,,,,,MNC,,,SEN,SENEGAL,SEN,,,,,,,,1,190,190,19,4,-10.0,5,1,5,-6.12244897959184,1,Senegal,SG,SG,14.0,-14.0,SG,1,Senegal,SG,SG,14.0,-14.0,SG,1,Senegal,SG,SG,14.0,-14.0,SG,20240509,https://article.wn.com/view/2024/05/09/Boeing_737_catches_fire_veers_off_runway_at_Senegal_airport/
1174842563,20240509,202405,2024,2024.3534,SEN,SENEGAL,SEN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,182,182,18,4,-9.5,5,1,5,-4.5045045045045,1,Mali,ML,ML,17.0,-4.0,ML,1,Mali,ML,ML,17.0,-4.0,ML,1,Mali,ML,ML,17.0,-4.0,ML,20240509,https://www.staradvertiser.com/2024/05/09/breaking-news/boeing-737-skids-off-runway-in-senegal-injuring-at-least-10/
1174843523,20240509,202405,2024,2024.3534,,,,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,0,190,190,19,4,-10.0,10,1,10,-1.50375939849624,0,,,,,,,0,,,,,,,0,,,,,,,20240509,https://people.com/whistleblower-says-defective-plane-parts-regularly-left-factory-for-boeing-report-8645986
1174845270,20240509,202405,2024,2024.3534,BFAMIL,BURKINA FASO,BFA,,,,,MIL,,,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,1,190,190,19,4,-10.0,5,1,5,-8.38815789473684,4,"Ouahigouya, Region du Nord, Burkina Faso",UV,UV88,13.5828,-2.42158,-1721733,4,"Ouahigouya, Region du Nord, Burkina Faso",UV,UV88,13.5828,-2.42158,-1721733,4,"Ouahigouya, Region du Nord, Burkina Faso",UV,UV88,13.5828,-2.42158,-1721733,20240509,https://www.independent.co.uk/news/burkina-faso-ap-united-nations-human-rights-watch-senegal-b2535044.html
1174845271,20240509,202405,2024,2024.3534,BFAMIL,BURKINA FASO,BFA,,,,,MIL,,,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,1,190,190,19,4,-10.0,2,2,2,-9.60006826715211,4,"Ouahigouya, Region du Nord, Burkina Faso",UV,UV88,13.5828,-2.42158,-1721733,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Ouahigouya, Region du Nord, Burkina Faso",UV,UV88,13.5828,-2.42158,-1721733,20240509,https://www.ksn.com/news/national-world/ap-international/ap-burkina-fasos-army-massacred-over-200-civilians-in-a-village-raid-human-rights-watch-says/
1174845272,20240509,202405,2024,2024.3534,BFAMIL,BURKINA FASO,BFA,,,,,MIL,,,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,1,190,190,19,4,-10.0,8,2,8,-9.60006826715211,4,"Ouahigouya, Region du Nord, Burkina Faso",UV,UV88,13.5828,-2.42158,-1721733,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,20240509,https://www.ksn.com/news/national-world/ap-international/ap-burkina-fasos-army-massacred-over-200-civilians-in-a-village-raid-human-rights-watch-says/
1174860326,20240510,202405,2024,2024.3562,BUS,AIRLINE,,,,,,BUS,,,USA,BOSTON,USA,,,,,,,,1,172,172,17,4,-5.0,286,26,208,-6.26959247648903,3,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,42.3584,-71.0598,617565,20240510,https://www.ketv.com/article/passengers-banned-spirit-flight-fight/60749661
1174860919,20240510,202405,2024,2024.3562,MNCUSA,BOEING,USA,,,,,MNC,,,SEN,SENEGAL,SEN,,,,,,,,1,190,190,19,4,-10.0,110,12,110,-3.70882251394784,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,20240510,https://www.12news.com/article/news/nation-world/boeing-737-catches-fire-senegal-airport/507-3d95b87f-0cc9-4a4a-9eee-4e830b989689
1174862945,20240510,202405,2024,2024.3562,AUS,AUSTRALIA,AUS,,,,,,,,BUSMIL,AIRLINE,,,,,,BUS,MIL,,1,190,190,19,4,-10.0,6,2,6,-10.2070393374741,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20240510,https://www.theguardian.com/australia-news/article/2024/may/10/greg-lynn-trial-accused-killer-russell-hill-carol-clay-victorian-campers-ntwnfb
1174863024,20240510,202405,2024,2024.3562,BUSMIL,AIRLINE,,,,,,BUS,MIL,,,,,,,,,,,,1,190,190,19,4,-10.0,9,2,9,-10.2070393374741,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,0,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20240510,https://www.theguardian.com/australia-news/article/2024/may/10/greg-lynn-trial-accused-killer-russell-hill-carol-clay-victorian-campers-ntwnfb
1174863978,20240510,202405,2024,2024.3562,JUD,PROSECUTOR,,,,,,JUD,,,BUSMIL,AIRLINE,,,,,,BUS,MIL,,1,190,190,19,4,-10.0,12,2,12,-10.2070393374741,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,-37.8167,144.967,-1586844,20240510,https://www.theguardian.com/australia-news/article/2024/may/10/greg-lynn-trial-accused-killer-russell-hill-carol-clay-victorian-campers-ntwnfb
1174864167,20240510,202405,2024,2024.3562,MNCUSA,BOEING,USA,,,,,MNC,,,SEN,SENEGAL,SEN,,,,,,,,1,190,190,19,4,-10.0,1,1,1,-3.89805097451275,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20240510,https://www.washingtontimes.com/news/2024/may/9/boeing-737-plane-catches-fire-skids-off-runway-at-/
1174864168,20240510,202405,2024,2024.3562,MNCUSA,BOEING,USA,,,,,MNC,,,SEN,SENEGAL,SEN,,,,,,,,1,190,190,19,4,-10.0,4,1,4,-3.89805097451275,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20240510,https://www.washingtontimes.com/news/2024/may/9/boeing-737-plane-catches-fire-skids-off-runway-at-/
1174868043,20240510,202405,2024,2024.3562,BUS,AIRLINE,,,,,,BUS,,,,,,,,,,,,,1,195,195,19,4,-10.0,10,1,10,3.13441832429175,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20240510,https://www.americanbanker.com/payments/news/airline-rewards-credit-cards-come-under-attack-at-cfpb-dot-hearing
1174869019,20240510,202405,2024,2024.3562,SEN,SENEGAL,SEN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,182,182,18,4,-9.5,6,1,6,-4.0,4,"Bamako, Bamako, Mali",ML,ML01,12.65,-8.0,-1064708,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Bamako, Bamako, Mali",ML,ML01,12.65,-8.0,-1064708,20240510,https://www.kenyan-post.com/2024/05/boeing-passenger-plane-skids-off-runway.html
1174869020,20240510,202405,2024,2024.3562,SEN,SENEGAL,SEN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,182,182,18,4,-9.5,2,1,2,-4.0,4,"Bamako, Bamako, Mali",ML,ML01,12.65,-8.0,-1064708,4,"Diass, ThièSG, Senegal",SG,SG07,14.6392,-17.0878,-2267207,4,"Bamako, Bamako, Mali",ML,ML01,12.65,-8.0,-1064708,20240510,https://www.kenyan-post.com/2024/05/boeing-passenger-plane-skids-off-runway.html
1174869021,20240510,202405,2024,2024.3562,SEN,SENEGAL,SEN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,182,182,18,4,-9.5,2,1,2,-4.0,4,"Diass, ThièSG, Senegal",SG,SG07,14.6392,-17.0878,-2267207,4,"Diass, ThièSG, Senegal",SG,SG07,14.6392,-17.0878,-2267207,4,"Diass, ThièSG, Senegal",SG,SG07,14.6392,-17.0878,-2267207,20240510,https://www.kenyan-post.com/2024/05/boeing-passenger-plane-skids-off-runway.html
1174878834,20240510,202405,2024,2024.3562,SEN,SENEGAL,SEN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,182,182,18,4,-9.5,165,18,160,-4.36760126925645,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,20240510,https://www.yakimaherald.com/news/nation_and_world/world/boeing-plane-carrying-85-people-catches-fire-and-skids-off-the-runway-in-senegal-injuring/article_357d6916-c8ee-532e-a507-97c3888958e8.html
1174880450,20240510,202405,2024,2024.3562,MNCUSA,BOEING,USA,,,,,MNC,,,SEN,DAKAR,SEN,,,,,,,,1,190,190,19,4,-10.0,14,2,14,-3.77622377622378,4,"Bamako, Bamako, Mali",ML,ML01,12.65,-8.0,-1064708,4,"Bamako, Bamako, Mali",ML,ML01,12.65,-8.0,-1064708,4,"Bamako, Bamako, Mali",ML,ML01,12.65,-8.0,-1064708,20240510,https://sputnikglobe.com/20240510/boeing-of-germanys-lufthansa-bound-to-chicago-turns-around-due-to-air-emergency---reports-1118370114.html
1174884802,20240510,202405,2024,2024.3562,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,,,,,,,,,,,1,203,203,20,4,-10.0,10,1,10,-6.426735218509,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,13.5,23.5,-17505,0,,,,,,,4,"El Geneina, Gharb Darfur, Sudan",SU,SU47,13.45,22.45,-1936,20240510,https://www.jurist.org/news/2024/05/crimes-against-humanity-and-ethnic-cleansing-against-the-massalit-in-west-darfur-hrw/
1174884804,20240510,202405,2024,2024.3562,NGOHRIHRW,HUMAN RIGHTS WATCH,,HRW,,,,NGO,HRI,,SDN,SUDAN,SDN,,,,,,,,0,203,203,20,4,-10.0,4,2,4,-6.71640859140859,1,Chad,CD,CD,15.0,19.0,CD,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,13.5,23.5,-17505,4,"Darfur, Gharb Darfur, Sudan",SU,SU47,13.5,23.5,-17505,20240510,https://www.sandiegouniontribune.com/news/nation-world/story/2024-05-09/sudanese-paramilitary-forces-have-carried-out-ethnic-cleansing-in-darfur-rights-group-says
1174892687,20240510,202405,2024,2024.3562,BUS,AIRLINE,,,,,,BUS,,,VUTGOV,VANUATU,VUT,,,,,GOV,,,1,192,192,19,4,-9.5,10,1,10,-2.44360902255639,1,Vanuatu,NH,NH,-16.0,167.0,NH,1,Vanuatu,NH,NH,-16.0,167.0,NH,1,Vanuatu,NH,NH,-16.0,167.0,NH,20240510,https://www.abc.net.au/news/2024-05-10/air-vanuatu-voluntary-liquidation-tourism-passengers-stranded/103829746
1174893213,20240510,202405,2024,2024.3562,KEN,KENYAN,KEN,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,173,173,17,4,-5.0,120,15,120,-1.96808351976137,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,-1.28333,36.8167,-2258072,4,"Nairobi, Nairobi Area, Kenya",KE,KE05,-1.28333,36.8167,-2258072,20240510,https://www.tennesseedaily.com/news/274360009/congo-military-releases-two-detained-kenya-airways-staffers
1174893305,20240510,202405,2024,2024.3562,MIL,FIGHTER JET,,,,,,MIL,,,UAF,TERRORIST,,,,,,UAF,,,0,190,190,19,4,-10.0,2,1,2,-4.59926663174437,4,"Yatta, West Bank (general), West Bank",WE,WE00,31.4459,35.0944,-796914,4,"Yatta, West Bank (general), West Bank",WE,WE00,31.4459,35.0944,-796914,4,"Yatta, West Bank (general), West Bank",WE,WE00,31.4459,35.0944,-796914,20240510,https://www.globalsecurity.org/military/world/war/operation-iron-swords-2024-05-09.htm
